ArchiveID	OriginalID	Species	SampleRace	Method	SampleDate	LocID	CollLoc	Sex	ForkLength	AdClip	LifeStage	Tissue	SamplerNote	ArchiveNote	FieldPreserve	ARCHIVE PRESERVE	DEPLETED
U000107DLC	U000107DLC	CHIN	SPRING	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000108DLC	U000108DLC	CHIN	SPRING	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	95	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000109DLC	U000109DLC	CHIN	SPRING	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	93	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000110DLC	U000110DLC	CHIN	SPRING	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	93	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000111DLC	U000111DLC	CHIN	WINTER	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000112DLC	U000112DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000113DLC	U000113DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	104	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000114DLC	U000114DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	101	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000115DLC	U000115DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000116DLC	U000116DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/28/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	97	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000117DLC	U000117DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	88	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000118DLC	U000118DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000119DLC	U000119DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000120DLC	U000120DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	103	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000121DLC	U000121DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000122DLC	U000122DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	98	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000123DLC	U000123DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000124DLC	U000124DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	92	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000125DLC	U000125DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	97	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000126DLC	U000126DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	110	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000127DLC	U000127DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/29/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	71	U	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000128DLC	U000128DLC	CHIN	SPRING	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000129DLC	U000129DLC	CHIN	SPRING	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	74	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000130DLC	U000130DLC	CHIN	FALL	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	69	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000131DLC	U000131DLC	CHIN	SPRING	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	91	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000132DLC	U000132DLC	CHIN	SPRING	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000133DLC	U000133DLC	CHIN	SPRING	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000134DLC	U000134DLC	CHIN	WINTER	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000135DLC	U000135DLC	CHIN	WINTER	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	107	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000136DLC	U000136DLC	CHIN	WINTER	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	119	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000137DLC	U000137DLC	CHIN	WINTER	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	100	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000138DLC	U000138DLC	CHIN	WINTER	MIDWATER TRAWL	3/30/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000139DLC	U000139DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000140DLC	U000140DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000141DLC	U000141DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	96	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000142DLC	U000142DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	81	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000143DLC	U000143DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	78	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000144DLC	U000144DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	67	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000145DLC	U000145DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000146DLC	U000146DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	70	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000147DLC	U000147DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	102	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000148DLC	U000148DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	102	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000149DLC	U000149DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000150DLC	U000150DLC	CHIN	UNKNOWN	MIDWATER TRAWL	3/31/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	110	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000151DLC	U000151DLC	CHIN	SPRING	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000152DLC	U000152DLC	CHIN	SPRING	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000153DLC	U000153DLC	CHIN	SPRING	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000154DLC	U000154DLC	CHIN	SPRING	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000155DLC	U000155DLC	CHIN	SPRING	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	80	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000156DLC	U000156DLC	CHIN	WINTER	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	103	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000157DLC	U000157DLC	CHIN	WINTER	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	101	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000158DLC	U000158DLC	CHIN	WINTER	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	112	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000159DLC	U000159DLC	CHIN	FALL	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	72	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000160DLC	U000160DLC	CHIN	FALL	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	65	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000161DLC	U000161DLC	CHIN	FALL	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	70	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000162DLC	U000162DLC	CHIN	WINTER	MIDWATER TRAWL	4/1/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000163DLC	U000163DLC	CHIN	FALL	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	74	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000164DLC	U000164DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	83	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000165DLC	U000165DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000166DLC	U000166DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	87	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000167DLC	U000167DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	86	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000168DLC	U000168DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	81	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000169DLC	U000169DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000170DLC	U000170DLC	CHIN	WINTER	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	106	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000171DLC	U000171DLC	CHIN	FALL	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	74	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000172DLC	U000172DLC	CHIN	FALL	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	72	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000173DLC	U000173DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000174DLC	U000174DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000175DLC	U000175DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	93	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000176DLC	U000176DLC	CHIN	SPRING	MIDWATER TRAWL	4/7/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	79	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000177DLC	U000177DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	95	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000178DLC	U000178DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	94	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000179DLC	U000179DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000180DLC	U000180DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	140	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000181DLC	U000181DLC	CHIN	UNKNOWN	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL	NO TISSUE IN VIAL	DISCARDED	TRIS BUFFER	TRIS BUFFER/-20 C	TRUE
U000182DLC	U000182DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	109	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000183DLC	U000183DLC	CHIN	FALL	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	76	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000184DLC	U000184DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	83	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000185DLC	U000185DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	83	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000186DLC	U000186DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	84	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000187DLC	U000187DLC	CHIN	WINTER	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	105	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000188DLC	U000188DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000189DLC	U000189DLC	CHIN	SPRING	MIDWATER TRAWL	4/8/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000190DLC	U000190DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000191DLC	U000191DLC	CHIN	FALL	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	68	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000192DLC	U000192DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000193DLC	U000193DLC	CHIN	FALL	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	69	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000194DLC	U000194DLC	CHIN	FALL	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	71	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000195DLC	U000195DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000196DLC	U000196DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	79	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000197DLC	U000197DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	79	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000198DLC	U000198DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	80	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000199DLC	U000199DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	79	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000200DLC	U000200DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	99	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000201DLC	U000201DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000202DLC	U000202DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000203DLC	U000203DLC	CHIN	SPRING	MIDWATER TRAWL	4/9/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	90	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000204DLC	U000204DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	89	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000205DLC	U000205DLC	CHIN	FALL	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	70	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000206DLC	U000206DLC	CHIN	FALL	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	74	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000207DLC	U000207DLC	CHIN	FALL	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	77	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000208DLC	U000208DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000209DLC	U000209DLC	CHIN	WINTER	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	111	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000210DLC	U000210DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000211DLC	U000211DLC	CHIN	FALL	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	74	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000212DLC	U000212DLC	CHIN	WINTER	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	106	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000213DLC	U000213DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	78	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000214DLC	U000214DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000215DLC	U000215DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000216DLC	U000216DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	79	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000217DLC	U000217DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	85	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000218DLC	U000218DLC	CHIN	FALL	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	69	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000219DLC	U000219DLC	CHIN	SPRING	MIDWATER TRAWL	4/10/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	78	N	JUVENILE	CAUDAL			TRIS BUFFER	TRIS BUFFER/-20 C	FALSE
U000220DLC	U000220DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	82	N	JUVENILE	CAUDAL			TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
U000221DLC	U000221DLC	CHIN	SPRING	MIDWATER TRAWL	4/11/00	DLC	CENTRAL DELTA - CHIPPS ISLAND	U	84	N	JUVENILE	CAUDAL			TRIS BUFFER/ICE	TRIS BUFFER/-20 C	FALSE
